"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Feb., 2016"	"2016/02"	"Maryland"	"24"	111	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Massachusetts"	"25"	127	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Michigan"	"26"	222	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Minnesota"	"27"	114	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Mississippi"	"28"	104	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Missouri"	"29"	113	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Montana"	"30"	31	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Nebraska"	"31"	40	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Nevada"	"32"	47	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"New Hampshire"	"33"	35	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"New Jersey"	"34"	163	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"New Mexico"	"35"	58	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"New York"	"36"	380	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"North Carolina"	"37"	237	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"North Dakota"	"38"	15	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Ohio"	"39"	299	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Oklahoma"	"40"	134	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Oregon"	"41"	110	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Pennsylvania"	"42"	317	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Rhode Island"	"44"	26	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"South Carolina"	"45"	128	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"South Dakota"	"46"	24	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Tennessee"	"47"	151	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Texas"	"48"	442	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Utah"	"49"	54	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Vermont"	"50"	13	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Virginia"	"51"	164	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Washington"	"53"	153	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"West Virginia"	"54"	61	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Wisconsin"	"55"	142	Not Applicable	Not Applicable
	"Feb., 2016"	"2016/02"	"Wyoming"	"56"	15	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Alabama"	"01"	108	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Arizona"	"04"	200	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Arkansas"	"05"	95	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"California"	"06"	842	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Colorado"	"08"	79	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Connecticut"	"09"	52	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Delaware"	"10"	19	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Florida"	"12"	532	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Georgia"	"13"	204	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Hawaii"	"15"	18	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Idaho"	"16"	33	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Illinois"	"17"	226	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Indiana"	"18"	195	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Iowa"	"19"	62	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Kansas"	"20"	59	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Kentucky"	"21"	145	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Louisiana"	"22"	124	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Maine"	"23"	32	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Maryland"	"24"	111	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Massachusetts"	"25"	103	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Michigan"	"26"	236	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Minnesota"	"27"	109	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Mississippi"	"28"	99	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Missouri"	"29"	121	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Montana"	"30"	28	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Nebraska"	"31"	52	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Nevada"	"32"	54	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"New Hampshire"	"33"	27	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"New Jersey"	"34"	166	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"New Mexico"	"35"	62	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"New York"	"36"	348	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"North Carolina"	"37"	250	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"North Dakota"	"38"	14	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Ohio"	"39"	323	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Oklahoma"	"40"	113	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Oregon"	"41"	107	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Pennsylvania"	"42"	319	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Rhode Island"	"44"	22	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"South Carolina"	"45"	105	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"South Dakota"	"46"	20	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Tennessee"	"47"	172	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Texas"	"48"	473	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Utah"	"49"	66	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Vermont"	"50"	18	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Virginia"	"51"	171	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Washington"	"53"	141	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"West Virginia"	"54"	85	Not Applicable	Not Applicable
	"Mar., 2016"	"2016/03"	"Wisconsin"	"55"	145	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Alabama"	"01"	90	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Alaska"	"02"	12	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Arizona"	"04"	164	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Arkansas"	"05"	80	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"California"	"06"	723	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Colorado"	"08"	96	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Connecticut"	"09"	56	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Delaware"	"10"	19	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"District of Columbia"	"11"	18	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Florida"	"12"	472	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Georgia"	"13"	185	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Hawaii"	"15"	19	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Idaho"	"16"	37	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Illinois"	"17"	223	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Indiana"	"18"	166	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Iowa"	"19"	76	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Kansas"	"20"	51	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Kentucky"	"21"	114	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Louisiana"	"22"	112	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Maine"	"23"	41	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Maryland"	"24"	109	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Massachusetts"	"25"	114	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Michigan"	"26"	226	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Minnesota"	"27"	97	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Mississippi"	"28"	93	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Missouri"	"29"	115	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Montana"	"30"	29	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Nebraska"	"31"	41	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Nevada"	"32"	45	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"New Hampshire"	"33"	28	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"New Jersey"	"34"	146	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"New Mexico"	"35"	63	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"New York"	"36"	329	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"North Carolina"	"37"	219	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"North Dakota"	"38"	10	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Ohio"	"39"	301	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Oklahoma"	"40"	111	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Oregon"	"41"	115	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Pennsylvania"	"42"	290	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Rhode Island"	"44"	11	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"South Carolina"	"45"	108	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"South Dakota"	"46"	21	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Tennessee"	"47"	148	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Texas"	"48"	412	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Utah"	"49"	47	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Vermont"	"50"	10	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Virginia"	"51"	181	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Washington"	"53"	151	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"West Virginia"	"54"	71	Not Applicable	Not Applicable
	"Apr., 2016"	"2016/04"	"Wisconsin"	"55"	118	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Alabama"	"01"	75	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Arizona"	"04"	154	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Arkansas"	"05"	71	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"California"	"06"	734	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Colorado"	"08"	87	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Connecticut"	"09"	60	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Delaware"	"10"	19	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Florida"	"12"	495	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Georgia"	"13"	183	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Hawaii"	"15"	37	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Idaho"	"16"	35	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Illinois"	"17"	225	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Indiana"	"18"	169	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Iowa"	"19"	73	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Kansas"	"20"	56	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Kentucky"	"21"	121	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Louisiana"	"22"	103	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Maine"	"23"	43	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Maryland"	"24"	105	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Massachusetts"	"25"	89	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Michigan"	"26"	235	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Minnesota"	"27"	115	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Mississippi"	"28"	81	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Missouri"	"29"	133	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Montana"	"30"	30	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Nebraska"	"31"	42	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Nevada"	"32"	44	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"New Hampshire"	"33"	23	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"New Jersey"	"34"	170	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"New Mexico"	"35"	52	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"New York"	"36"	340	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"North Carolina"	"37"	232	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"North Dakota"	"38"	21	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Ohio"	"39"	305	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Oklahoma"	"40"	90	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Oregon"	"41"	104	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Pennsylvania"	"42"	285	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Rhode Island"	"44"	26	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"South Carolina"	"45"	136	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"South Dakota"	"46"	18	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Tennessee"	"47"	165	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Texas"	"48"	478	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Utah"	"49"	53	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Vermont"	"50"	16	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Virginia"	"51"	153	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Washington"	"53"	138	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"West Virginia"	"54"	68	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Wisconsin"	"55"	118	Not Applicable	Not Applicable
	"May, 2016"	"2016/05"	"Wyoming"	"56"	12	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Alabama"	"01"	104	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Alaska"	"02"	15	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Arizona"	"04"	152	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Arkansas"	"05"	69	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"California"	"06"	639	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Colorado"	"08"	69	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Connecticut"	"09"	66	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"District of Columbia"	"11"	16	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Florida"	"12"	467	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Georgia"	"13"	174	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Hawaii"	"15"	25	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Idaho"	"16"	36	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Illinois"	"17"	214	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Indiana"	"18"	114	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Iowa"	"19"	60	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Kansas"	"20"	72	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Kentucky"	"21"	98	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Louisiana"	"22"	104	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Maine"	"23"	31	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Maryland"	"24"	107	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Massachusetts"	"25"	98	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Michigan"	"26"	193	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Minnesota"	"27"	95	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Mississippi"	"28"	82	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Missouri"	"29"	106	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Montana"	"30"	25	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Nebraska"	"31"	30	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Nevada"	"32"	42	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"New Hampshire"	"33"	24	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"New Jersey"	"34"	152	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"New Mexico"	"35"	56	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"New York"	"36"	295	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"North Carolina"	"37"	213	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"North Dakota"	"38"	12	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Ohio"	"39"	272	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Oklahoma"	"40"	111	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Oregon"	"41"	91	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Pennsylvania"	"42"	256	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Rhode Island"	"44"	20	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"South Carolina"	"45"	79	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"South Dakota"	"46"	21	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Tennessee"	"47"	139	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Texas"	"48"	438	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Utah"	"49"	45	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Virginia"	"51"	154	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Washington"	"53"	153	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"West Virginia"	"54"	79	Not Applicable	Not Applicable
	"Jun., 2016"	"2016/06"	"Wisconsin"	"55"	114	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Alabama"	"01"	95	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Alaska"	"02"	15	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Arizona"	"04"	170	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Arkansas"	"05"	71	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"California"	"06"	680	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Colorado"	"08"	69	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Connecticut"	"09"	47	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Delaware"	"10"	16	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Florida"	"12"	497	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Georgia"	"13"	168	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Hawaii"	"15"	24	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Idaho"	"16"	22	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Illinois"	"17"	228	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Indiana"	"18"	150	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Iowa"	"19"	61	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Kansas"	"20"	57	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Kentucky"	"21"	128	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Louisiana"	"22"	117	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Maine"	"23"	48	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Maryland"	"24"	102	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Massachusetts"	"25"	92	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Michigan"	"26"	219	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Minnesota"	"27"	98	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Mississippi"	"28"	92	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Missouri"	"29"	127	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Montana"	"30"	35	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Nebraska"	"31"	30	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Nevada"	"32"	42	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"New Hampshire"	"33"	29	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"New Jersey"	"34"	156	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"New Mexico"	"35"	47	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"New York"	"36"	276	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"North Carolina"	"37"	219	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"North Dakota"	"38"	12	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Ohio"	"39"	257	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Oklahoma"	"40"	111	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Oregon"	"41"	92	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Pennsylvania"	"42"	247	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Rhode Island"	"44"	26	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"South Carolina"	"45"	119	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"South Dakota"	"46"	19	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Tennessee"	"47"	139	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Texas"	"48"	413	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Utah"	"49"	53	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Vermont"	"50"	12	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Virginia"	"51"	170	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Washington"	"53"	142	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"West Virginia"	"54"	68	Not Applicable	Not Applicable
	"Jul., 2016"	"2016/07"	"Wisconsin"	"55"	100	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Alabama"	"01"	97	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Alaska"	"02"	10	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Arizona"	"04"	149	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Arkansas"	"05"	73	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"California"	"06"	736	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Colorado"	"08"	64	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Connecticut"	"09"	43	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Delaware"	"10"	13	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"District of Columbia"	"11"	11	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Florida"	"12"	438	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Georgia"	"13"	172	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Hawaii"	"15"	19	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Idaho"	"16"	35	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Illinois"	"17"	223	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Indiana"	"18"	141	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Iowa"	"19"	70	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Kansas"	"20"	65	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Kentucky"	"21"	128	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Louisiana"	"22"	115	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Maine"	"23"	45	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Maryland"	"24"	110	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Massachusetts"	"25"	92	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Michigan"	"26"	188	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Minnesota"	"27"	96	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Mississippi"	"28"	73	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Missouri"	"29"	127	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Montana"	"30"	21	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Nebraska"	"31"	35	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"Nevada"	"32"	58	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"New Hampshire"	"33"	21	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"New Jersey"	"34"	140	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"New Mexico"	"35"	53	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"New York"	"36"	361	Not Applicable	Not Applicable
	"Aug., 2016"	"2016/08"	"North Carolina"	"37"	209	Not Applicable	Not Applicable
